LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
QAMT,NYCEEC,Q,Ralph Hirschkorn CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-327-1141,310 Bch 20th St,11691,1,48,1052560,157261,rhccclisa@hotmail.com,,3,3,1,27QAMT,40.597521,-73.754248,14,31,99801,4448978,4156360007,Far Rockaway-Bayswater                                                     
QAMU,NYCEEC,Q,Saratoga Early Childhood Education Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-244-0670,17515 Rockaway Blvd,11434,1,12,1048162,179040,jameddir@verizon.net,,3,7,1,29QAMU,40.657786,-73.77031,13,31,320,4286135,4133810001,Springfield Gardens South-Brookville                                       
QAMV,NYCEEC,Q,SCO Family Of Services Jerome Hardeman Ece,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-779-1660,29 - 49 Gillmore St,11369,1,75,1021867,216706,mfadoul@sco.com,http://sco.org/programs/early-childhood/,3,7,1,30QAMV,40.762317,-73.865371,3,21,367,4431488,4016680007,East Elmhurst                                                              
QANH,NYCEEC,Q,Quick Start DCC Inc.,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-659-6928,126 - 22 150th St,11436,1,26,1042850,184315,quickdayc@aol.com,,3,7,1,27QANH,40.672757,-73.788157,12,28,788,4262729,4121040022,Baisley Park                                                               
QANJ,NYCEEC,Q,North Side School - Parsons ( Half - Day ),,718-229-5050,84 - 60 Parsons Blvd,11432,3,18,1037792,198993,Richard@nss123.org,,5,9,3,28QANJ,40.71402,-73.807209,8,24,230,,,Briarwood-Jamaica Hills                                                    
QANR,NYCEEC,Q,Malcolm X Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-651-7880,11112 Northern Blvd,11368,1,60,1023600,215376,cannadyh@e-s-s.org,,5,9,3,24QANR,40.757931,-73.858371,3,21,381,4042862,4017260005,North Corona                                                               
QANS,NYCEEC,Q,"A To Z Center Too, Inc.",,718-740-8400,220 - 24 Jamaica Ave,11428,1,130,1058114,201386,ATOZTOO@YAHOO.COM,http://atozcentertoo.com,3,3,1,29QANS,40.719032,-73.734175,13,27,568,4231220,4107890264,Queens Village                                                             
QANT,NYCEEC,Q,Child Center Of NY 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-943-2800,6002 Roosevelt Ave,11377,1,53,1010890,210856,mariemason@childcenterny.org,http://childcenterny.org,2,2,1,30QANT,40.745487,-73.904274,2,26,259,4030038,4012930007,Woodside                                                                   
QANU,NYCEEC,Q,Happy Dragon Of New York,,718-397-5733,8602 57th Ave,11373,1,52,1018566,206123,director@happydragonschool.com,http://happydragonschool.com,7,6,1,24QANU,40.732554,-73.876202,4,25,475,4065133,4028700001,Elmhurst                                                                   
QANV,NYCEEC,Q,Happy Dragon Of USA Inc.,,718-271-5637,9825 Horace Harding Expy,11368,1,98,1023141,207444,director@happydragonschool.com,http://happydragonschool.com,2,6,1,28QANV,40.735678,-73.859843,4,21,455,4047330,4019180090,Corona                                                                     
QANZ,NYCEEC,Q,Battalion Christian Academy,,718-634-7172,454 Bch 67 St,11692,1,18,1040910,155872,bcafarrockaway@gmail.com,http://battalionchurch.org,7,8,2,27QANZ,40.593999,-73.796263,14,31,964,4438906,4160400024,Hammels-Arverne-Edgemere                                                   
QAOC,NYCEEC,Q,Afro American Parents,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-676-5077,117 - 02 Guy Brewer Blvd,11434,1,16,1044395,188580,aapedcc3@aol.com,,3,2,1,28QAOC,40.684182,-73.782972,12,28,288,,,Baisley Park                                                               
QAOO,NYCEEC,Q,Forest Park - Beth Jacob,,718-896-4444,10235 63rd Rd,11375,1,88,1024841,206519,info@forestparkschool.org,http://forestparkpreschool.com,3,7,1,28QAOO,40.733162,-73.853823,6,29,719,4051133,4021240053,Forest Hills                                                               
QAOQ,NYCEEC,Q,Rockaway CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-327-1384,1466 Bch Channel Dr,11691,1,18,1052952,161672,rockawayccc@aol.com,,3,7,1,27QAOQ,40.609989,-73.753586,14,31,103201,4449690,4155010002,Far Rockaway-Bayswater                                                     
QAOW,NYCEEC,Q,All My Children Day Care 6,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-2030,11716 Sutphin Blvd,11434,1,40,1041882,187064,info@amcearlylearn.com,http://allmychildrendaycare.com,3,7,1,27QAOW,40.680282,-73.792045,12,28,18402,4260903,4120220020,Baisley Park                                                               
QAPB,NYCEEC,Q,All My Children Day Care 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-526-5911,11015 164th Pl,11433,1,40,1043382,192083,info@allmychildrendaycare.com,http://allmychildrendaycare.com,3,7,1,28QAPB,40.693627,-73.786987,12,27,264,4216947,4101930001,South Jamaica                                                              
QAPD,NYCEEC,Q,NY League Forest Hills West,,718-639-9750,6325 Dry Hbr Rd,11379,1,16,1019247,202210,mary.rosa@yai.org,http://yai.org,2,3,2,24QAPD,40.721488,-73.873914,5,30,663,4069277,4029930012,Middle Village                                                             
QAPK,NYCEEC,Q,Concerned Parents Of Jamaica ELC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-658-4091,143 - 04 101st Ave,11435,1,69,1037526,192496,mmenrtor1cpjelc@gmail.com,http://concernedparentsofjamaica.com,3,3,2,28QAPK,40.694998,-73.808212,12,28,206,,,Jamaica                                                                    
QAPL,NYCEEC,Q,Sholom Day Care 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-850-2934,8204 Lefferts Blvd,11418,1,30,1030936,197073,sholomdaycare@aol.com,,3,7,1,28QAPL,40.707498,-73.831304,9,29,775,4079530,4033300033,Kew Gardens                                                                
QAPM,NYCEEC,Q,Charles R Drew ELC 3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-523-7600,16515 Archer Ave,11433,1,38,1041433,195926,crddcc@aol.com,http://charlesrdrewforsuccess.org,3,7,2,28QAPM,40.704137,-73.793561,12,27,444,4216225,4101550029,Jamaica                                                                    
QAPP,NYCEEC,Q,Be Above Site 16,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-978-0400,189 - 26 Linden Blvd,11412,1,56,1050411,191374,jameddir@verizon.net,,3,3,2,29QAPP,40.691714,-73.762173,12,27,394,4271345,4125990001,St. Albans                                                                 
QAPS,NYCEEC,Q,Be Above 22 ( New World Education Center ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-528-8751,13737 Farmers Blvd,11434,1,30,1049800,184577,nwecsamuels@hotmail.com,http://babove.com,3,7,1,29QAPS,40.673147,-73.763952,12,31,330,4280110,4130210023,Springfield Gardens North                                                  
QAPU,NYCEEC,Q,Xcel Tiny Tots Inc.,,718-740-2557,113 - 15 Springfield Blvd,11429,1,18,1056311,195743,XceltinytotsUPK@gmail.com,http://xceltinytots.com,3,3,1,29QAPU,40.704103,-73.740243,13,27,582,,,Queens Village                                                             
QAPW,NYCEEC,Q,Queensbridge ECDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-722-6026,38 - 11 27th St,11101,1,96,1002192,214313,desiree.fryson@ccbq.org,http://ccbq.org,3,3,1,30QAPW,40.75523,-73.935178,1,26,31,4004683,4003860015,Queensbridge-Ravenswood-Long Island City                                   
QAQC,NYCEEC,Q,Howard Beach Judea Center,,718-848-1111,16205 90th St,11414,1,18,1028325,177403,fantasyrich@aol.com,,3,3,2,27QAQC,40.653523,-73.841391,10,32,892,4294161,4140640001,Lindenwood-Howard Beach                                                    
QARC,NYCEEC,Q,Lucille Rose DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-634-0331,148 Bch 59th St,11692,1,36,1043060,154568,lucillerosedcc@twcmetrobiz.com,,3,7,1,27QARC,40.590434,-73.788735,14,31,97202,4459305,4159260001,Hammels-Arverne-Edgemere                                                   
QARE,NYCEEC,Q,PAL Woodside Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-278-3616,5037 Broadway,11377,1,31,1009287,214406,skelley@palnyc.org,http://palnyc.org,3,7,1,30QARE,40.754763,-73.910021,1,26,163,4431003,4007380050,Astoria                                                                    
QARG,NYCEEC,Q,South Jamaica Center For Children And Parents Inc. Center 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-526-2500,11402 Guy R Brewer Blvd,11434,1,34,1043654,190194,acanteysjc@aol.com,,3,7,1,28QARG,40.688615,-73.785593,12,28,276,4264631,4122000052,Baisley Park                                                               
QARK,NYCEEC,Q,Sholom Day Care 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-850-2934,8437 118th St,11418,1,14,1030561,195499,shalomdaycare@aol.com,,3,7,1,27QARK,40.70351,-73.833424,9,29,134,4192902,4092340040,Kew Gardens                                                                
QARN,NYCEEC,Q,All My Children Day Care 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-786-1166,97 - 30 Queens Blvd,11374,1,37,1023236,204754,eyusupova@amcearlylearn.com,,3,3,2,28QARN,40.729749,-73.861277,6,29,71701,4050444,4020900001,Rego Park                                                                  
QARO,NYCEEC,Q,Committee For Early Childhood Development Head Start 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-848-0276,11721 Sutphin Blvd,11434,1,129,1042016,187099,charlucie@hotmail.com,http://cecdhs.org,3,1,1,27QARO,40.680266,-73.792016,12,28,288,4264848,4122040001,Baisley Park                                                               
QARP,NYCEEC,Q,Myrtle P Jarmon ECEC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-528-0922,11655 Guy R Brewer Blvd,11434,1,23,1044519,189050,mpjecec@yahoo.com,,3,3,1,28QARP,40.685265,-73.783585,12,28,278,4435292,4123350044,Baisley Park                                                               
QARQ,NYCEEC,Q,All My Children,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-576-6812,83 - 10 188 St,11423,1,21,1045461,203314,grosler@amcearlylearn.com,http://amcearlylearn.com,3,7,1,26QARQ,40.724817,-73.778961,8,23,1277,,,Jamaica Estates-Holliswood                                                 
QARX,NYCEEC,Q,Redeemer Lutheran School,,718-821-6670,6926 Cooper Ave,11385,1,18,1017123,194776,redluthglenam@aol.com,http://redeemerlutheranschool.org,5,9,3,24QARX,40.701338,-73.881554,5,30,629,4090409,4037070016,Glendale                                                                   
QASB,NYCEEC,Q,Mi Nuevo Mundo,,718-476-3128,104 - 19 39th Ave,11368,1,32,1022636,212934,mnm104100@gmail.com,,3,2,2,24QASB,40.750793,-73.86167,3,21,403,,,North Corona                                                               
QASC,NYCEEC,Q,St. Mel School,,718-539-8211,15424 26th Ave,11354,3,34,1037102,221173,cstein@stmelsacademy.org,http://stmelsacademy.org,8,3,1,25QASC,40.773887,-73.809296,7,19,1059,4109698,4048490001,Murray Hill                                                                
QASD,NYCEEC,Q,Immanuel Genius,,718-819-0190,"213 - 03 Northern Blvd, 3fl",11361,1,49,1047947,216381,Geniusd26@gmail.com,http://immanuelgenius.com,3,6,1,26QASD,40.760105,-73.770134,11,19,1447,4530080,4073130019,Bayside-Bayside Hills                                                      
QASE,NYCEEC,Q,"Talented Little Children III / TLC Spirit, LLC",,718-658-4384,104 - 40 134th St,11419,3,24,1036286,190784,tlcspirit2000@gmail.com,http://tlcpreschoolnyc.com,3,7,2,28QASE,40.691069,-73.81259,10,28,15801,,,South Ozone Park                                                           
QASF,NYCEEC,Q,Ira's Parkway Day Care,,718-739-6500,14120 Grand Central Pkwy,11435,1,18,1034924,199998,lindapinkhasov@gmail.com,http://irasdaycare.com,3,3,1,28QASF,40.71565,-73.817214,8,24,22001,4143650,4066390016,Briarwood-Jamaica Hills                                                    
QASG,NYCEEC,Q,Positive Beginnings II,,718-261-0211,71 - 25 Main St,11367,1,40,1033674,204304,Iecheverry@positivebeginnings.org,,3,3,1,25QASG,40.727911,-73.822394,8,24,77902,4143318,4066190031,Kew Gardens Hills                                                          
QASH,NYCEEC,Q,Jewish Institute Of Queens,,718-480-0100,64 - 41 Utopia Pkwy,11365,1,36,1041702,207852,OFFICE@QUEENSGYMNASIA.ORG,http://jiqueens.com,3,3,1,26QASH,40.737636,-73.793031,8,24,1341,4149093,4069040036,Fresh Meadows-Utopia                                                       
QASI,NYCEEC,Q,"Early Sunrise Preschool And Kindergarten, Inc.",,718-736-9064,187 - 10 Hillside Ave,11432,1,28,1046683,199706,horna21547@aol.com,,3,7,2,29QASI,40.714622,-73.775658,8,24,472,4213411,4099600019,Jamaica Estates-Holliswood                                                 
QASJ,NYCEEC,Q,Northside School,,718-298-6161,84 - 60 Parsons Blvd,11432,1,54,1037801,198967,david@nextstepcg.com,http://northside123.com,3,3,1,28QASJ,40.71402,-73.807209,8,24,230,,,Briarwood-Jamaica Hills                                                    
QASK,NYCEEC,Q,Jackson Children's Services,,718-779-8800,3602 14th St,11106,1,10,1001433,216147,jackdevctr@aol.com,http://jacksonchild.com,5,3,2,30QASK,40.759986,-73.937635,1,26,43,4004284,4003500020,Queensbridge-Ravenswood-Long Island City                                   
QASL,NYCEEC,Q,Bessie & Nora's Place,,718-739-0884,90 - 05 161st St,11432,1,30,1039977,196237,bessienorapl@aol.com,,3,2,1,28QASL,40.705201,-73.799278,12,24,44601,,,Jamaica                                                                    
QASN,NYCEEC,Q,Early Steps Family Center,,718-888-2301,216 Bch 87th St,11693,3,20,1036465,153570,carmen.ayala@vnsny.org,http://vnsny.org,5,9,3,27QASN,40.588048,-73.812206,14,32,94202,4303414,4161200006,Hammels-Arverne-Edgemere                                                   
QASO,NYCEEC,Q,St. Luke's Evangelical Lutheran Church,,718-296-6683,87 - 34 85th St,11421,1,30,1023433,191028,st.lukes_ns@verizon.net,http://stlukesnurseryschool.weebly.com,7,7,2,27QASO,40.691725,-73.858767,9,32,10,4183897,4089220058,Woodhaven                                                                  
QASP,NYCEEC,Q,Qing Sheng Wang GFDC,,718-651-3372,83 - 32 Cornish Ave,11373,1,12,1017390,209062,starpreschool80@yahoo.com,,2,7,2,24QASP,40.740113,-73.881233,4,25,485,4038655,4015430023,Elmhurst-Maspeth                                                           
QASR,NYCEEC,Q,"A Child's Place Too, Inc.",,646-302-8379,100 - 10 Astoria Blvd,11369,1,45,1020594,216770,tameshadaviscoles@yahoo.com,,6,3,2,30QASR,40.76197,-73.86917,3,21,367,,,East Elmhurst                                                              
QAST,NYCEEC,Q,"ABC Preschool & Kindergarten Center, Corp.",,718-672-2424,66 - 20 Laurel Hl Blvd,11377,1,80,1012501,208731,abc_preschool@yahoo.com,http://abcpreschoolny.com,3,3,1,24QAST,40.739682,-73.898681,2,30,243,,,Elmhurst-Maspeth                                                           
QASU,NYCEEC,Q,Child Center Of NY 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-287-0175,3410 108th St,11368,1,73,1022787,214732,telvarivera@childcenterny.org,http://ccny.org,3,3,1,24QASU,40.75607,-73.860688,3,21,381,4043525,4017490007,North Corona                                                               
QASV,NYCEEC,Q,Bwy Preschool,,718-205-4855,7714 Roosevelt Ave,11372,1,138,1015231,211446,bwypreschool@gmail.com,http://bwypreschool.com,2,1,1,24QASV,40.74715,-73.888453,4,25,267,4036780,4014880006,Elmhurst                                                                   
QASW,NYCEEC,Q,"Children's Big Apple, Inc.",,718-565-5311,3703 94th St,11372,1,90,1019464,212789,angelblue1228@yahoo.com,,8,6,2,24QASW,40.750447,-73.873054,3,21,273,4036590,4014820077,Jackson Heights                                                            
QASX,NYCEEC,Q,"Children's Big Apple, Inc.",,718-565-5311,4126 Case St,11376,1,18,1019264,211355,marcushuang@aol.com,,8,7,2,24QASX,40.746865,-73.873573,4,25,467,4039116,4015650021,Elmhurst                                                                   
QASY,NYCEEC,Q,Gryc Little Stars @ Notre Dame,,718-456-5437,6281 60th Pl,11385,1,36,1011175,198534,lstarsprek@thegryc.org,http://thegryc.org,3,3,2,24QASY,40.711706,-73.903229,5,30,593,4084519,4035190005,Ridgewood                                                                  
QATA,NYCEEC,Q,Jc's Daywatch Pre - K,,718-381-3777,20 St Johns Rd,11385,1,36,1009900,196752,jcsndaywatch@Aol.com,,5,9,3,24QATA,40.70678,-73.907388,5,30,589,4080903,4033910026,Ridgewood                                                                  
QATB,NYCEEC,Q,Johnson's Academy LLC,,718-592-7289,9904 57th Ave,11368,1,20,1023253,208338,aleimj@gmail.com,,5,9,3,24QATB,40.738423,-73.859873,4,21,43702,4431741,4019450001,Corona                                                                     
QATC,NYCEEC,Q,"Little Friends School Elmhurst, Inc.",,718-458-5415,8503 Britton Ave,11373,1,38,1017265,210883,littlefriendschool@nyc.rr.com,http://elmhurstdaycare.com,2,7,1,24QATC,40.745363,-73.880661,4,25,26901,4037168,4015050051,Elmhurst                                                                   
QATD,NYCEEC,Q,Little Friends School Sunnyside,,718-786-4644,43 - 42 47 St,11104,1,56,1007014,210182,littlefriendssunnyside@gmail.com,,5,9,3,30QATD,40.744512,-73.917487,2,26,25301,4448550,4001410027,Hunters Point-Sunnyside-West Maspeth                                       
QATE,NYCEEC,Q,Center Of Excellence Springfield Gardens Preschool,,718-276-8200,127 - 08 Merrick Blvd,11434,1,74,1049436,187492,childcarenyc@aol.com,http://aoeschool.com,3,7,1,28QATE,40.681323,-73.764975,12,27,33401,,,St. Albans                                                                 
QATH,NYCEEC,Q,Maspeth Town Hall Preschool,,718-335-6049,5337 72nd St,11378,1,40,1014147,205387,arychlowski@maspethtownhall.org,http://maspethtownhall.org,2,7,2,24QATH,40.730174,-73.892364,5,30,497,4058706,4025060015,Maspeth                                                                    
QATJ,NYCEEC,Q,Smiles GFDC Inc.,,917-943-3501,53 - 14 102 St,11368,1,12,1023293,209237,nancypolanco@gmail.com,,5,9,3,24QATJ,40.74126,-73.859229,4,21,44301,4047669,4019400012,Corona                                                                     
QATK,NYCEEC,Q,Ping Sheng Ye Group Family Day Care,,917-853-4865,8332 Cornish Ave,11373,1,12,1017379,209073,starpreschool80@yahoo.com,,2,7,1,24QATK,40.740349,-73.880901,4,25,485,4038662,4015440019,Elmhurst-Maspeth                                                           
QATL,NYCEEC,Q,Rainbow Christian Preschool,,718-335-3361,7201 43rd Ave,11377,1,76,1014059,209714,rainbowchristianwoodside@gmail.com,http://rainbowchristian.com,3,3,1,24QATL,40.742057,-73.892514,2,26,483,4437121,4013530001,Elmhurst-Maspeth                                                           
QATM,NYCEEC,Q,Star America Preschool,,718-396-9739,"80 - 07 Broadway, 2 / F",11373,1,80,1016236,210336,staramerica11373@gmail.com,,2,6,1,24QATM,40.743729,-73.88459,4,25,481,,,Elmhurst                                                                   
QATO,NYCEEC,Q,Long Island City YMCA,,212-912-2576,3223 Queens Blvd,11101,1,53,1003018,210744,npolanco2@YMCAnyc.org,http://licymca.org,3,2,1,30QATO,40.744771,-73.932449,2,26,179,4537914,4002440024,Hunters Point-Sunnyside-West Maspeth                                       
QATQ,NYCEEC,Q,Better Community Life DCC 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-463-0403,13316 Roosevelt Ave,11354,1,42,1030465,215487,bcl21@verizon.net,,3,7,2,25QATQ,40.758288,-73.833832,7,20,871,4443446,4050370008,Flushing                                                                   
QATS,NYCEEC,Q,Therese Cervini ECDC Site I,,718-478-2169,3533 104th St,11368,3,50,1021997,214102,bcheco@ccbq.org,,3,7,2,24QATS,40.75468,-73.864138,3,21,379,4437217,4017460027,North Corona                                                               
QATT,NYCEEC,Q,Preschool R Us,,718-888-1958,150 - 15 41st Ave,11354,1,38,1035902,217337,Preschoolrus88@gmail.com,,3,7,1,25QATT,40.762838,-73.813789,7,20,1167,4443442,4050340014,Murray Hill                                                                
QATU,NYCEEC,Q,Evbo Inc. D / B / A Jack & Jill Nursery School,,718-762-1218,4323 Colden St,11355,1,72,1032797,213598,JackJill1@aol.com,http://jackandjillschools.com,3,7,1,25QATU,40.75247,-73.824913,7,20,79701,4115898,4051370005,Flushing                                                                   
QATV,NYCEEC,Q,Happy Dragon Children's Learning Center Site 2,,718-445-8382,14330 Cherry Ave,11355,1,51,1034317,214730,cherry@happydragonschool.com,http://happydragonschool.com,7,7,1,25QATV,40.755997,-73.819558,7,20,861,4117333,4051960043,East Flushing                                                              
QATX,NYCEEC,Q,Immanuel Creative,,718-460-9991,16315 Oak Ave,11358,1,38,1038625,212577,geniusd25@gmail.com,http://immanuelgenius.com,3,4,1,25QATX,40.749861,-73.803868,7,20,1207,4124168,4054930001,East Flushing                                                              
QATY,NYCEEC,Q,International Nursery School,,718-353-0932,171 - 39 Northern Blvd,11358,2,76,1041195,215505,INSSchool@yahoo.com,http://internationalnurseryschool.com,3,3,1,25QATY,40.75804,-73.795617,7,19,1175,4438198,4053500001,Murray Hill                                                                
QATZ,NYCEEC,Q,"Judi's Nursery, Inc.",,718-520-1324,15005 70th Rd,11367,1,60,1034672,205384,judisnursery@gmail.com,,3,3,1,25QATZ,40.72993,-73.818146,8,24,77906,4143983,4066560094,Kew Gardens Hills                                                          
QAUA,NYCEEC,Q,Kon Wah Day School,,718-353-4388,13527 38th Ave 2nd Floor,11354,1,90,1030841,216418,konwahflushing@yahoo.com,,2,3,1,25QAUA,40.760388,-73.831989,7,20,871,4112297,4049740051,Flushing                                                                   
QAUB,NYCEEC,Q,"New Milestone, Inc.",,718-380-1978,15813 72nd Ave,11365,1,40,1036680,204574,new.milestone@yahoo.com,,2,7,1,25QAUB,40.727863,-73.810824,8,24,122701,4147000,4067977503,Pomonok-Flushing Heights-Hillcrest                                         
QAUC,NYCEEC,Q,Pee Wee Folks,,718-746-6107,1245 Clintonville St,11357,1,40,1036415,227204,mgembressi@aol.com,http://peeweefolkspreschool.com,2,2,1,25QAUC,40.790173,-73.811831,7,19,987,4102995,4045300018,Whitestone                                                                 
QAUD,NYCEEC,Q,Precious Moments,,718-767-6655,1102 Clintonville St,11357,1,18,1036136,227743,preciousmoments2@verizon.net,http://preciousmomentsnursery.com,5,1,1,25QAUD,40.791878,-73.812538,7,19,981,4102661,4045160027,Whitestone                                                                 
QAUE,NYCEEC,Q,"Ready, Set, Grow Child Center, LLC",,718-888-7871,13616 31st Rd,11354,1,40,1030800,219622,readysetgrowccc@yahoo.com,http://readysetgrowccc.com,3,6,1,25QAUE,40.769473,-73.832038,7,20,88901,4308655,4044097503,Flushing                                                                   
QAUG,NYCEEC,Q,Sharon Nursery,,718-539-8467,14515 34th Ave,11354,1,34,1033498,218874,sharon_nursery@yahoo.com,http://sharonnurseryny.com,2,7,1,25QAUG,40.767082,-73.822395,7,20,1159,4112734,4049830035,Murray Hill                                                                
QAUH,NYCEEC,Q,"Corner School, The",,718-445-2811,15003 Bayside Ave,11354,1,18,1035326,220479,baysidetcs@aol.com,http://thecornerschool.com,3,7,1,25QAUH,40.771526,-73.815657,7,19,1047,4109019,4048230005,Murray Hill                                                                
QAUJ,NYCEEC,Q,Martin L King Jr. Mem DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-886-3165,3606 Prince St,11354,1,20,1030417,216965,mlkdcc@hotmail.com,,7,7,2,25QAUJ,40.762091,-73.833107,7,20,869,4112217,4049690018,Flushing                                                                   
QAUK,NYCEEC,Q,Chabad ELC,,718-279-1457,21212 26th Ave,11360,1,53,1045927,222814,Dina@chabadnequeens.com,http://chabadnequeens.com,3,3,1,26QAUK,40.778213,-73.777477,11,19,1093,4133551,4059990020,Bayside-Bayside Hills                                                      
QAUL,NYCEEC,Q,Community Church Of Douglaston,,718-767-1961,3950 Douglaston Pkwy,11363,1,30,1053391,219671,Upkofdouglaston@gmail.com,,7,3,1,26QAUL,40.770345,-73.749982,11,19,1483,4438356,4080820280,Douglas Manor-Douglaston-Little Neck                                       
QAYJ,NYCEEC,Q,Brite Adventure Center ( 58th St. ),,718-274-4769,4131 58th St,11377,1,40,1010067,210253,nycdaycare@aol.com,,3,5,2,30QAYJ,40.74398,-73.906961,2,26,249,4031249,4013320044,Woodside                                                                   
QAUM,NYCEEC,Q,Home Sweet Home Children's School,,718-357-9738,19617 53 Ave,11365,1,54,1044604,211822,homesweethomeschool@msn.com,http://homesweethomechildrensschool.org,3,7,1,26QAUM,40.7477,-73.782162,11,20,1429,4158441,4073750044,Auburndale                                                                 
QAUN,NYCEEC,Q,Jack & Jill II,,718-939-8687,6805 Fresh Mdw Ln,11365,1,36,1041220,206562,mirna_p_ramos@yahoo.com,http://jackandjillschools.com,3,2,1,26QAUN,40.733431,-73.794585,8,24,1341,4149755,4069300011,Fresh Meadows-Utopia                                                       
QAUO,NYCEEC,Q,Noah's Ark Progressive Learning Center,,718-279-4251,3820 Bell Blvd,11361,1,40,1047310,218308,noahsarkschool@aol.com,http://noahsarkschool.com,3,3,1,26QAUO,40.766189,-73.772365,11,19,1123,4438252,4062340006,Bayside-Bayside Hills                                                      
QAUQ,NYCEEC,Q,YAI / NYL Clearview School Annex,,718-352-0104,12307 22 Ave,11356,1,18,1027207,223592,hilary.tischenkel@yai.org,,5,9,3,25QAUQ,40.78016,-73.844931,7,19,925,4099233,4041670001,College Point                                                              
QAUS,NYCEEC,Q,"Lutheran Schools Of Flushing And Bayside, The",,718-225-5502,3601 Bell Blvd,11361,1,36,1047142,219122,info@LSFB.org,http://lsfb.org,7,3,1,26QAUS,40.767805,-73.773168,11,19,1123,4136561,4061760001,Bayside-Bayside Hills                                                      
QAUT,NYCEEC,Q,All My Children Day Care 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-454-5600,16907 Jewel Ave,11365,1,12,1039699,205916,jashkenazy@amcearlylearn.com,http://allmychildrendaycare.com,3,7,1,26QAUT,40.731501,-73.800288,8,24,1223,4149982,4069400029,Pomonok-Flushing Heights-Hillcrest                                         
QAUW,NYCEEC,Q,Alpha Kappa Alpha Epsilon Pi Omega DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-6242,14406 Rockaway Blvd,11420,1,46,1041245,184720,akadaycare@aol.com,,3,3,1,27QAUW,40.673735,-73.794538,12,28,790,4261925,4120620051,Baisley Park                                                               
QAVB,NYCEEC,Q,"Bev's Kiddie Daycare, Inc.",,718-850-3083,10145 113th St,11419,1,12,1031332,189727,Bevkiddie@verizon.net,http://bevkiddiebiz.com,3,7,2,27QAVB,40.688182,-73.830812,9,28,108,4198930,4094310058,Richmond Hill                                                              
QAVC,NYCEEC,Q,Blanche Community Progress Dcc#2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-471-7881,4402 Bch Channel Dr,11691,1,80,1046424,156441,williamsflorence@hotmail.com,http://blanchecommunity.com,3,7,1,27QAVC,40.595668,-73.77586,14,31,97203,4463476,4159670001,Hammels-Arverne-Edgemere                                                   
QAVD,NYCEEC,Q,Community And Family Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-471-7970,4105 Bch Channel Dr,11691,1,68,1047279,156339,mariposa3.13@hotmail.com,,3,7,2,27QAVD,40.595787,-73.773083,14,31,992,4301797,4158310032,Hammels-Arverne-Edgemere                                                   
